id,age,gender,sign,tarot,favorite_color,favorite_animal
739,34,female,taurus,21,yellow,hamster
740,39,nb,leo,12,red,eagle
741,41,male,aries,9,orange,elephant
742,59,male,aquarius,2,purple,horse
743,58,female,aquarius,12,orange,elephant
744,42,nb,scorpio,18,red,goldfish
745,44,female,virgo,10,purple,cat
746,34,female,libra,7,purple,eagle
747,36,male,pisces,16,orange,hamster
748,28,female,virgo,16,red,goldfish
749,25,nb,scorpio,9,orange,eagle
750,55,female,sagittarius,7,purple,dog
751,56,female,taurus,11,purple,horse
752,33,female,pisces,11,blue,hamster
753,32,female,aries,4,orange,goldfish
754,45,male,capricorn,20,blue,cat
755,41,female,taurus,18,green,cat
756,23,male,cancer,5,green,dog
757,22,female,aries,16,yellow,horse
758,25,female,cancer,6,purple,elephant
759,25,nb,pisces,14,orange,cat
760,37,nb,aquarius,16,green,dog
761,40,male,aries,10,purple,elephant
762,43,nb,gemini,5,purple,eagle
763,39,female,cancer,1,blue,cat
764,55,female,virgo,0,red,goldfish
765,55,male,sagittarius,4,yellow,goldfish
766,52,female,pisces,8,orange,tiger
767,52,male,virgo,20,orange,elephant
768,33,female,gemini,4,blue,tiger
769,33,nb,gemini,3,blue,dog
770,23,male,scorpio,15,green,dog
771,23,male,scorpio,12,green,eagle
772,18,male,taurus,16,green,elephant
773,19,male,virgo,10,yellow,goldfish
774,18,male,sagittarius,19,green,eagle
775,18,male,capricorn,0,green,elephant
776,36,male,virgo,13,purple,elephant
777,38,female,taurus,12,green,tiger
778,52,male,leo,11,yellow,elephant
779,52,male,scorpio,1,red,hamster
780,34,nb,aries,16,yellow,goldfish
781,32,male,cancer,20,red,tiger
782,30,nb,taurus,1,green,tiger
783,31,female,taurus,10,red,elephant
784,25,male,leo,12,yellow,goldfish
785,23,male,capricorn,5,red,cat
786,44,nb,leo,15,orange,hamster
787,47,female,cancer,6,orange,tiger
788,23,male,aquarius,10,green,elephant
789,23,male,pisces,16,red,eagle
790,45,male,leo,9,green,elephant
791,45,nb,cancer,15,yellow,dog
792,27,male,taurus,1,orange,tiger
793,24,male,cancer,20,blue,dog
794,36,female,taurus,13,green,horse
795,35,female,aquarius,0,red,elephant
796,32,male,sagittarius,6,green,goldfish
797,32,female,aries,11,purple,goldfish
798,52,male,gemini,3,purple,dog
799,52,female,sagittarius,17,yellow,horse
800,42,male,pisces,7,red,eagle
801,43,male,gemini,15,orange,horse
802,54,male,taurus,16,red,elephant
803,56,nb,sagittarius,19,purple,horse
804,59,female,virgo,19,yellow,horse
805,59,male,sagittarius,1,red,horse
806,39,female,virgo,14,yellow,tiger
807,41,male,taurus,16,orange,elephant
808,37,male,cancer,11,blue,hamster
809,37,female,leo,15,yellow,cat
810,34,female,capricorn,8,yellow,cat
811,35,female,pisces,18,blue,horse
812,52,male,scorpio,10,orange,cat
813,50,male,scorpio,13,purple,horse
814,37,female,cancer,7,purple,horse
815,38,male,pisces,21,red,tiger
816,52,female,libra,0,blue,cat
817,52,female,taurus,19,green,horse
818,57,male,leo,8,yellow,goldfish
819,56,female,pisces,10,red,horse
820,44,male,leo,16,red,goldfish
821,42,male,taurus,10,yellow,hamster
822,19,female,capricorn,19,purple,elephant
823,18,male,scorpio,5,orange,tiger
824,52,female,leo,1,purple,tiger
825,52,nb,virgo,16,purple,tiger
826,36,female,gemini,1,yellow,elephant
827,36,male,capricorn,10,red,tiger
828,53,female,sagittarius,7,blue,elephant
829,55,male,virgo,17,purple,eagle
830,26,female,libra,0,yellow,eagle
831,24,female,leo,0,green,dog
832,47,female,capricorn,15,yellow,dog
833,48,female,taurus,18,red,elephant
834,53,female,sagittarius,0,red,tiger
835,50,female,capricorn,14,red,hamster
836,41,nb,aries,2,red,elephant
837,41,male,pisces,18,green,cat
838,46,nb,scorpio,4,green,cat
839,43,female,virgo,11,blue,horse
840,51,female,virgo,20,yellow,elephant
841,50,male,sagittarius,19,blue,cat
842,45,male,virgo,19,green,horse
843,42,male,leo,18,purple,cat
844,41,female,capricorn,16,yellow,eagle
845,39,male,taurus,12,blue,elephant
846,28,female,taurus,19,purple,elephant
847,28,nb,scorpio,7,purple,elephant
848,29,male,taurus,1,red,hamster
849,29,male,aquarius,20,yellow,tiger
850,45,female,sagittarius,14,green,horse
851,45,female,taurus,11,blue,cat
852,25,female,aquarius,11,yellow,hamster
853,29,nb,sagittarius,17,purple,cat
854,58,male,capricorn,5,purple,horse
855,58,female,gemini,4,blue,elephant
856,48,male,gemini,7,yellow,dog
857,45,female,leo,0,red,eagle
858,42,female,aries,14,red,goldfish
859,41,male,aquarius,3,orange,hamster
860,22,nb,scorpio,1,red,tiger
861,22,female,scorpio,14,orange,elephant
862,51,female,libra,2,blue,elephant
863,51,male,cancer,9,red,goldfish
864,53,male,virgo,3,blue,horse
865,54,female,scorpio,2,blue,elephant
866,52,female,virgo,7,yellow,eagle
867,52,male,virgo,9,blue,cat
868,53,female,capricorn,17,orange,horse
869,53,female,sagittarius,2,blue,cat
870,31,female,libra,9,purple,goldfish
871,31,female,taurus,17,blue,cat
872,47,male,scorpio,14,green,dog
873,44,male,scorpio,6,yellow,goldfish
874,31,male,virgo,13,yellow,hamster
875,35,male,cancer,5,purple,cat
876,45,male,cancer,14,yellow,goldfish
877,45,female,capricorn,9,orange,dog
878,49,female,virgo,14,yellow,dog
879,50,nb,sagittarius,14,green,goldfish
880,22,male,virgo,5,blue,eagle
881,22,female,pisces,5,yellow,cat
882,34,female,aquarius,11,purple,cat
883,34,female,cancer,10,yellow,dog
884,48,female,leo,15,orange,tiger
885,49,female,gemini,6,red,elephant
886,22,male,taurus,19,green,tiger
887,22,male,gemini,11,red,tiger
888,52,male,pisces,3,green,tiger
889,52,male,scorpio,20,green,elephant
890,32,female,scorpio,2,purple,hamster
891,31,male,aries,21,purple,eagle
892,19,male,scorpio,19,yellow,tiger
893,19,female,sagittarius,0,green,tiger
894,44,female,gemini,11,purple,eagle
895,44,male,taurus,8,red,horse
896,56,female,leo,16,orange,dog
897,52,female,pisces,2,orange,cat
898,55,male,sagittarius,12,blue,goldfish
899,55,male,pisces,15,blue,tiger
900,54,male,leo,13,orange,hamster
901,54,male,sagittarius,21,purple,dog
902,51,female,libra,17,orange,hamster
903,52,male,aries,18,yellow,dog
904,25,female,libra,5,yellow,goldfish
905,22,female,aries,9,red,cat
906,38,male,capricorn,2,purple,dog
907,38,female,taurus,11,yellow,eagle
908,57,male,taurus,10,red,tiger
909,57,nb,cancer,19,green,hamster
910,30,nb,cancer,3,red,goldfish
911,28,female,aries,2,purple,hamster
912,20,male,aquarius,2,purple,dog
913,19,male,pisces,0,orange,horse
914,29,male,virgo,10,blue,tiger
915,31,female,scorpio,8,green,cat
916,56,male,aquarius,2,blue,horse
917,56,female,virgo,19,red,cat
918,25,female,virgo,8,orange,elephant
919,25,female,pisces,2,green,hamster
920,34,female,gemini,15,blue,eagle
921,35,male,leo,5,blue,eagle
922,26,female,sagittarius,14,orange,tiger
923,26,female,taurus,3,yellow,goldfish
924,42,female,gemini,6,red,horse
925,42,male,scorpio,19,purple,eagle
926,51,male,libra,9,blue,goldfish
927,51,male,libra,9,purple,cat
928,18,male,capricorn,3,yellow,dog
929,19,female,pisces,6,purple,dog
930,41,female,scorpio,3,red,elephant
931,43,female,capricorn,5,blue,cat
932,40,male,capricorn,1,orange,eagle
933,40,female,aries,7,green,goldfish
934,22,female,cancer,12,purple,tiger
935,22,male,pisces,18,orange,horse
936,25,nb,pisces,3,blue,cat
937,26,male,leo,7,yellow,cat
938,22,male,aries,21,blue,tiger
939,20,female,taurus,15,purple,horse
940,24,male,libra,14,red,tiger
941,24,male,taurus,12,purple,eagle
942,19,female,aries,3,purple,horse
943,19,female,taurus,17,red,cat
944,50,female,capricorn,16,green,tiger
945,48,male,aries,9,purple,goldfish
946,41,male,taurus,13,green,eagle
947,40,male,libra,17,purple,tiger
948,34,female,gemini,15,orange,dog
949,32,male,taurus,7,purple,cat
950,54,male,scorpio,15,red,tiger
951,56,male,gemini,20,blue,goldfish
952,47,female,pisces,21,purple,tiger
953,49,male,cancer,8,green,hamster
954,58,male,sagittarius,15,blue,cat
955,59,female,aquarius,19,blue,tiger
956,53,female,sagittarius,21,green,eagle
957,55,female,aquarius,21,green,cat
958,22,nb,taurus,6,orange,hamster
959,22,male,libra,12,green,hamster
960,43,nb,aries,18,orange,eagle
961,40,female,aries,2,orange,dog
962,53,female,taurus,12,green,eagle
963,51,female,aries,5,blue,horse
964,59,male,aquarius,14,blue,cat
965,59,male,gemini,3,red,goldfish
966,27,male,virgo,7,orange,goldfish
967,27,female,libra,13,purple,tiger
968,42,female,cancer,10,red,goldfish
969,42,nb,libra,18,orange,eagle
970,27,nb,virgo,7,orange,horse
971,29,female,aquarius,19,green,cat
972,58,nb,gemini,6,orange,elephant
973,60,female,scorpio,17,green,eagle
974,34,male,aries,12,orange,dog
975,35,male,pisces,13,purple,elephant
976,51,female,taurus,7,yellow,elephant
977,52,male,virgo,4,red,horse
978,39,male,leo,9,green,goldfish
979,40,male,pisces,4,orange,cat
980,51,female,virgo,12,blue,eagle
981,51,male,taurus,20,yellow,dog
982,44,male,capricorn,21,purple,hamster
983,45,female,taurus,8,blue,eagle
984,20,male,sagittarius,3,blue,dog
985,20,female,virgo,17,red,elephant
986,47,male,taurus,5,blue,cat
987,46,female,pisces,5,red,goldfish
988,32,male,leo,5,red,elephant
989,32,male,taurus,20,yellow,horse
990,31,female,leo,9,red,dog
991,31,female,libra,2,blue,horse
992,53,male,virgo,10,orange,tiger
993,51,nb,cancer,11,yellow,horse
994,58,male,leo,7,yellow,elephant
995,59,male,taurus,9,blue,tiger
996,26,female,cancer,16,red,tiger
997,26,female,taurus,19,blue,cat
998,30,male,capricorn,7,yellow,goldfish
999,28,male,leo,8,yellow,tiger
1000,53,female,cancer,21,green,dog
1001,54,female,aries,0,orange,goldfish
1002,54,male,leo,5,blue,elephant
1003,56,male,libra,9,orange,elephant
1004,52,male,cancer,19,purple,goldfish
1005,56,nb,scorpio,18,yellow,cat
1006,31,male,capricorn,9,orange,horse
1007,32,male,aquarius,9,green,dog
1008,55,female,capricorn,0,yellow,cat
1009,56,female,gemini,4,purple,elephant
1010,42,female,sagittarius,7,yellow,tiger
1011,42,male,pisces,19,blue,hamster
1012,19,nb,taurus,10,yellow,hamster
1013,19,male,virgo,0,green,elephant
1014,57,female,virgo,5,purple,cat
1015,56,nb,taurus,11,green,cat
1016,41,female,cancer,6,orange,elephant
1017,41,male,cancer,21,blue,goldfish
1018,45,female,scorpio,10,green,tiger
1019,45,female,gemini,21,yellow,hamster
1020,37,male,leo,19,red,eagle
1021,39,female,sagittarius,7,green,tiger
1022,55,female,virgo,13,yellow,hamster
1023,55,male,capricorn,4,blue,elephant
1024,56,female,aquarius,20,blue,cat
1025,55,female,cancer,8,blue,eagle
1026,58,female,aries,7,yellow,goldfish
1027,57,female,capricorn,9,red,dog
1028,28,male,aquarius,10,green,horse
1029,28,female,libra,0,orange,horse
1030,50,female,capricorn,3,yellow,dog
1031,50,male,scorpio,3,yellow,cat
1032,37,female,taurus,3,purple,horse
1033,37,male,virgo,2,yellow,eagle
1034,48,nb,taurus,17,purple,elephant
1035,46,male,pisces,11,blue,tiger
1036,42,female,taurus,6,yellow,dog
1037,39,male,scorpio,16,orange,dog
1038,49,male,capricorn,2,red,dog
1039,49,male,sagittarius,11,purple,hamster
1040,47,female,sagittarius,20,yellow,elephant
1041,45,female,gemini,19,red,dog
1042,35,female,aquarius,4,orange,hamster
1043,36,female,aries,17,purple,eagle
1044,53,nb,aquarius,18,orange,goldfish
1045,52,female,libra,21,red,elephant
1046,19,male,gemini,16,green,elephant
1047,21,male,pisces,14,green,hamster
1048,50,nb,cancer,17,blue,tiger
1049,50,nb,virgo,10,purple,cat
1050,45,male,libra,10,purple,tiger
1051,45,female,leo,11,red,cat
1052,40,male,libra,13,green,goldfish
1053,40,female,aquarius,10,blue,tiger
1054,21,nb,leo,15,blue,horse
1055,21,female,leo,13,blue,tiger
1056,33,male,cancer,21,red,eagle
1057,34,female,capricorn,11,red,horse
1058,34,female,leo,2,blue,elephant
1059,33,male,aries,8,green,horse
1060,47,female,sagittarius,16,yellow,horse
1061,43,male,virgo,20,purple,eagle
1062,54,female,capricorn,21,blue,tiger
1063,54,male,sagittarius,9,yellow,tiger
1064,39,female,libra,11,orange,horse
1065,40,female,virgo,5,orange,goldfish
1066,23,nb,taurus,7,blue,tiger
1067,23,female,leo,6,purple,horse
1068,59,male,sagittarius,1,yellow,elephant
1069,57,nb,gemini,13,orange,tiger
1070,57,nb,scorpio,17,purple,eagle
1071,56,female,gemini,10,red,dog
1072,25,male,capricorn,5,purple,elephant
1073,27,male,cancer,20,orange,tiger
1074,18,nb,scorpio,11,green,goldfish
1075,18,female,pisces,2,yellow,horse
1076,28,female,capricorn,13,yellow,tiger
1077,28,male,pisces,4,orange,tiger
1078,48,female,leo,8,yellow,hamster
1079,45,male,aquarius,4,orange,tiger
1080,22,male,cancer,18,green,goldfish
1081,22,female,cancer,0,blue,horse
1082,47,nb,sagittarius,1,blue,hamster
1083,46,female,gemini,8,purple,hamster
1084,19,female,libra,11,blue,eagle
1085,19,male,aries,5,purple,tiger
1086,55,female,scorpio,14,green,horse
1087,56,male,libra,10,orange,dog
1088,51,female,virgo,13,blue,tiger
1089,51,female,aquarius,4,blue,goldfish
1090,51,female,aquarius,18,green,goldfish
1091,48,nb,sagittarius,9,purple,eagle
1092,31,male,leo,3,blue,horse
1093,35,male,libra,6,blue,goldfish
1094,38,male,taurus,3,yellow,goldfish
1095,36,male,leo,18,red,tiger
1096,29,female,pisces,20,purple,horse
1097,30,nb,sagittarius,1,orange,horse
1098,45,nb,sagittarius,5,red,horse
1099,43,female,capricorn,9,blue,goldfish
1100,32,female,leo,12,green,goldfish
1101,33,female,libra,10,red,hamster
1102,18,male,cancer,1,orange,elephant
1103,18,male,leo,20,purple,hamster
1104,58,male,libra,15,red,eagle
1105,57,nb,capricorn,3,orange,goldfish
1106,43,nb,capricorn,2,orange,dog
1107,43,male,cancer,21,red,hamster
1108,54,female,capricorn,20,green,elephant
1109,54,female,sagittarius,6,orange,goldfish
1110,40,male,cancer,0,red,tiger
1111,41,male,scorpio,16,purple,tiger
1112,19,female,leo,14,blue,dog
1113,19,male,cancer,2,blue,hamster
1114,45,female,virgo,6,blue,hamster
1115,45,female,capricorn,0,purple,tiger
1116,55,female,sagittarius,16,red,horse
1117,56,male,cancer,5,green,elephant
1118,47,male,scorpio,6,green,hamster
1119,48,male,gemini,14,purple,hamster
1120,18,female,cancer,12,red,horse
1121,18,female,pisces,20,blue,hamster
1122,54,female,scorpio,6,purple,dog
1123,53,female,aquarius,0,purple,goldfish
1124,56,male,leo,13,green,cat
1125,55,male,virgo,6,yellow,eagle
1126,30,female,scorpio,21,green,eagle
1127,31,female,libra,18,red,dog
1128,44,male,sagittarius,19,orange,cat
1129,41,male,pisces,18,purple,dog
1130,25,female,libra,18,red,eagle
1131,25,female,sagittarius,11,blue,eagle
1132,49,female,pisces,0,purple,hamster
1133,52,female,leo,11,red,dog
1134,47,male,gemini,7,blue,goldfish
1135,46,female,scorpio,20,green,hamster
1136,34,female,pisces,7,orange,eagle
1137,34,male,pisces,6,yellow,dog
1138,40,female,virgo,17,green,cat
1139,40,male,gemini,13,red,goldfish
1140,30,nb,cancer,16,green,cat
1141,28,female,aquarius,4,purple,cat
1142,44,female,taurus,11,green,cat
1143,41,female,cancer,6,orange,goldfish
1144,48,male,taurus,10,purple,tiger
1145,45,male,gemini,6,orange,goldfish
1146,49,female,capricorn,19,green,eagle
1147,46,female,aries,12,red,goldfish
1148,58,female,scorpio,5,orange,dog
1149,54,nb,scorpio,14,blue,eagle
1150,49,female,gemini,3,purple,cat
1151,52,male,libra,2,green,horse
1152,57,male,leo,2,blue,horse
1153,57,female,gemini,5,yellow,goldfish
1154,37,male,libra,0,red,horse
1155,38,female,cancer,19,yellow,hamster
1156,56,male,scorpio,0,red,tiger
1157,56,female,cancer,16,orange,eagle
1158,37,female,capricorn,1,red,elephant
1159,38,nb,pisces,10,purple,elephant
1160,48,male,gemini,15,red,tiger
1161,48,male,libra,11,orange,goldfish
1162,38,male,capricorn,0,yellow,cat
1163,38,nb,leo,13,red,eagle
1164,53,female,cancer,18,orange,goldfish
1165,49,male,scorpio,15,green,tiger
1166,59,female,leo,1,yellow,goldfish
1167,59,female,scorpio,16,blue,tiger
1168,19,female,virgo,10,yellow,cat
1169,19,male,capricorn,16,yellow,hamster
1170,25,male,virgo,17,blue,hamster
1171,27,female,taurus,4,blue,horse
1172,27,male,virgo,21,yellow,hamster
1173,30,female,libra,21,yellow,horse
1174,35,female,sagittarius,0,green,cat
1175,31,male,libra,20,blue,eagle
1176,24,female,aries,16,yellow,dog
1177,25,nb,virgo,9,red,goldfish
1178,54,male,cancer,20,yellow,eagle
1179,50,female,libra,0,blue,cat
1180,46,male,virgo,19,yellow,cat
1181,46,male,pisces,8,orange,tiger
1182,58,female,taurus,8,red,hamster
1183,60,female,cancer,0,orange,hamster
1184,22,male,cancer,9,purple,elephant
1185,22,male,aquarius,12,purple,goldfish
1186,43,male,taurus,2,purple,tiger
1187,43,female,gemini,14,green,goldfish
1188,20,male,pisces,6,yellow,horse
1189,20,male,sagittarius,16,orange,dog
1190,26,male,aries,7,orange,hamster
1191,25,male,aries,14,orange,hamster
1192,28,female,taurus,3,green,hamster
1193,28,nb,leo,17,yellow,cat
1194,33,female,leo,21,green,dog
1195,35,male,leo,2,red,elephant
1196,48,male,taurus,20,orange,hamster
1197,48,nb,aries,0,blue,elephant
1198,23,female,aries,20,blue,hamster
1199,26,female,pisces,1,blue,horse
1200,48,male,taurus,15,green,cat
1201,48,nb,gemini,8,orange,horse
1202,44,male,libra,1,blue,elephant
1203,44,male,capricorn,12,green,tiger
1204,44,male,capricorn,6,yellow,tiger
1205,43,female,aquarius,21,purple,dog
1206,21,female,aquarius,9,yellow,goldfish
1207,19,male,leo,19,green,elephant
1208,40,female,gemini,13,yellow,goldfish
1209,41,female,leo,3,yellow,elephant
1210,21,male,scorpio,15,blue,goldfish
1211,21,female,taurus,20,red,horse
1212,38,female,aries,5,orange,cat
1213,39,nb,virgo,15,green,cat
1214,19,female,sagittarius,7,blue,elephant
1215,20,nb,pisces,18,red,horse
1216,49,female,libra,16,yellow,goldfish
1217,49,male,libra,2,purple,dog
1218,28,female,scorpio,0,green,horse
1219,28,female,scorpio,16,orange,elephant
1220,35,female,leo,3,orange,horse
1221,34,male,capricorn,18,green,cat
1222,50,female,cancer,6,purple,dog
1223,48,female,cancer,13,green,elephant
1224,33,male,capricorn,7,green,cat
1225,32,female,libra,10,green,cat
1226,23,male,scorpio,18,orange,eagle
1227,22,nb,cancer,11,blue,elephant
1228,28,female,sagittarius,17,yellow,tiger
1229,28,female,sagittarius,7,orange,hamster
1230,52,male,scorpio,3,green,elephant
1231,53,male,taurus,2,yellow,cat
1232,40,male,aquarius,11,purple,hamster
1233,39,female,leo,16,blue,hamster
1234,53,female,leo,12,orange,elephant
1235,53,female,cancer,18,yellow,cat
1236,21,female,aquarius,10,orange,tiger
